Categorie,Aliments,Mesure,Poids (g),Énergie (kcal),Énergie (kJ),Protéines (g),Glucides (g),Sucres totaux (g),Fibres alimentaires totales (g),Gras totaux (g),Gras saturés (g),Gras monoinsaturés (g),Gras polyinsaturés (g),DHA (g),EPA (g),Gras trans (g),Cholestérol (mg),Calcium (mg),Fer (mg),Sodium (mg),Potassium (mg),Magnésium (mg),Phosphore (mg),Thiamine (mg),Riboflavine (mg),Niacine (ÉN),Vitamine A (ÉAR),Bêta-carotène (mcg),Lycopène (mcg),Vitamine C (mg),Vitamine D (mcg),Vitamine E (mg),Folates (ÉFA),Vitamine B12 (mcg),Alcool (g),Caféine (mg)
Légumes et produits à base de légumes,"Cocktail de tomate et de palourdes",125mL,128,61,257,1,14,4,0.5,tr,,,,,,,10,0.2,462,114,6,14,9,163,3807,,10,6,0.04,,,
Matières grasses et huiles,"Mayonnaise",15mL,14,100,419,tr,1,11,1.7,,,,2.7,6.0,tr,5,3,0.1,79,5,tr,4,,,11,tr,0.7,,,
Matières grasses et huiles,"Mayonnaise, légère",15mL,16,51,215,tr,1,5,0.8,,,,1.3,2.8,tr,6,1,0.1,107,6,tr,3,,,N/D,0.5,,,
Matières grasses et huiles,"Mille Îles",15mL,16,59,245,tr,2,6,0.8,,,,1.2,2.9,N/D,4,3,0.2,137,17,1,4,,,2,N/D,0.6,,,
Matières grasses et huiles,"Mille Îles, peu de Calories",15mL,16,32,132,tr,3,2,0.1,,,,1.0,0.4,N/D,tr,2,0.1,129,31,1,2,,,N/D,0.2,,,
Matières grasses et huiles,"Ranch",15mL,15,71,297,tr,1,8,1.2,,,,1.7,4.2,0,5,5,0.1,120,9,1,24,,,1,tr,0.7,,,
Matières grasses et huiles,"Ranch, peu de gras",15mL,16,36,149,tr,3,3,0.2,,,,0.9,0.7,0,3,20,0.1,151,21,1,31,,,3,tr,0.3,,,
Matières grasses et huiles,"Sauce à salade, type mayonnaise",15mL,15,58,243,tr,4,5,0.7,,,,1.3,2.7,0,4,2,tr,106,1,tr,4,,,tr,0.3,,,
Matières grasses et huiles,"Sauce à salade, type mayonnaise, légère",15mL,15,44,184,0,2,4,0.2,,,,1.1,N/D,0,tr,0,tr,117,0,0,N/D,,,N/D,N/D,,,
Matières grasses et huiles,"Sauce à salade, type mayonnaise, sans gras",15mL,14,14,57,tr,3,tr,0.1,,,,0.3,tr,N/D,1,tr,128,8,tr,1,,,0,N/D,tr,,,
Matières grasses et huiles,"Vinaigrette crémeuse, sans gras",15mL,16,21,90,tr,5,tr,tr,,,,,,,tr,tr,N/D,0,1,0.1,130,14,tr,0,,,tr,tr,,,
Matières grasses et huiles,"Vinaigrette non crémeuse, sans gras",15mL,15,7,29,tr,1,tr,,,,tr,tr,tr,N/D,tr,4,0.1,165,15,1,16,,,tr,tr,,,
Sucres et sucreries,"À glacer (en poudre)",5mL,3,10,41,0,2,2,,0,tr,tr,,,,,,,0,tr,tr,tr,tr,,0,,0,0,,,,,0
Sucres et sucreries,"Blanc",5mL,4,16,68,0,4,4,,0,0,0,,,,,,,0,tr,tr,0,tr,,0,,0,0,,,,,0
Sucres et sucreries,"Cassonade",5mL,5,18,73,0,5,4,,0,0,0,,,,,,,0,4,0.1,2,16,1,1,,0,,0,0,,,,,0
Sucres et sucreries,"Miel",5mL,7,22,91,tr,6,6,,tr,0,0,,,,,,,0,tr,tr,tr,4,tr,tr,,0,,tr,0,,,,,0
Sucres et sucreries,"Substitut de sucre, aspartame (EqualMc)",1 sachet,1,4,15,tr,1,1,,0,0,0,,,,,,,0,0,tr,0,tr,,0,,0,0,,,,,0
Sucres et sucreries,"Substitut de sucre, sucralose (Splendamc)",5mL,1,2,7,0,tr,tr,,0,0,0,,,,,,,0,0,0,0,tr,,0,,0,0,,,,,0
Sucres et sucreries,"Mélasse",15mL,21,62,257,0,16,12,,0,tr,tr,,,,,,,0,44,1.0,8,311,51,7,,0,,0,0,,,,,0
Sucres et sucreries,"Sirop de chocolat, consistance claire",15mL,20,110,461,1,26,20,1.0,tr,0.2,,,,,,,0,6,0.8,28,89,26,51,tr,,,tr,,0,6
Sucres et sucreries,"Sirop de maïs",15mL,21,59,249,0,16,6,,0,0,0,,,,,,,0,4,0.1,32,9,2,2,,0,,0,0,,,,,0
Sucres et sucreries,"Sirop de table",15mL,20,47,195,0,12,7,0.1,0,0,,,,,,,0,1,tr,16,3,tr,2,,0,,0,0,,,,,0
Sucres et sucreries,"Sirop d'érable",15mL,20,55,230,0,14,12,,0,tr,tr,,,,,,,0,22,0.2,2,46,4,tr,,0,,0,0,,,,,0
Sucres et sucreries,"Confiture",15mL,20,56,234,tr,14,10,0.2,tr,tr,,,,,,,0,4,0.1,6,16,1,4,tr,,,2,,0,0
Sucres et sucreries,"Gelée",15mL,21,56,235,tr,15,11,0.2,tr,tr,,,,,,,0,1,tr,6,11,1,1,,0,,tr,0,,,,,0
Sucres et sucreries,"Marmalade",15mL,20,50,207,tr,13,12,0.1,0,0,,,,,,,0,8,tr,11,7,tr,1,1,,,1,,0,0
Sucres et sucreries,"Tartinade de type confiture - double fruit",15mL,19,42,177,tr,10,9,0.5,tr,,,,,,,,0,2,0.1,6,N/D,N/D,N/D,N/D,,,tr,N/D,N/D,,,
Sucres et sucreries,"Tartinade de type confiture - double fruit - teneur réduite en sucre",15mL,17,23,95,tr,5,5,0.4,tr,,,,,,,,0,3,0.1,3,N/D,N/D,N/D,N/D,,,tr,N/D,N/D,,,
Sucres et sucreries,"Garniture au chocolat, consistance épaisse",30mL,39,135,564,2,24,13,1.1,3,1.5,,,,,,,1,39,0.6,133,174,25,65,2,,,tr,0.11,,,3
Sucres et sucreries,"Garniture aux fraises",30mL,43,110,458,tr,29,12,0.3,tr,tr,,,,,,,0,3,0.1,9,22,2,2,tr,,,6,,0,0
Sucres et sucreries,"Garniture ou tartinade, caramel écossais",30mL,42,105,438,1,27,N/D,0.4,tr,tr,,,,,,,tr,22,0.1,145,35,3,20,11,,,tr,0.04,,,0
Sucres et sucreries,"Garniture pour tarte aux cerises, en conserve",30mL,25,29,121,tr,7,N/D,0.2,tr,tr,,,,,,,0,3,0.1,5,26,2,4,3,,,1,,0,0
Sucres et sucreries,"Tartinade au chocolat et noisettes (NutellaMC)",30mL,38,203,848,2,23,21,2.0,11,2.0,,,,,,,0,41,1.6,15,153,24,57,tr,,,0,0.11,,,3
Sucres et sucreries,"Bonbon dur",1,6,24,99,0,6,4,,0,tr,0,,,,,,,0,tr,tr,2,tr,tr,tr,,0,,0,0,,,,,0
Sucres et sucreries,"Bonbon dur, moins de sucre",1,3,11,47,0,3,3,,0,0,0,,,,,,,0,0,0,0,0,,0,,0,0,,,,,0
Sucres et sucreries,"Bonbon enrobé de chocolat, sucré avec sorbitol",1 morceau,5,29,120,1,2,1,0.2,2,1.1,,,,,,,1,15,0.1,5,30,5,17,3,,,tr,0.04,,,tr
Sucres et sucreries,"Bonbons haricots (jellybeans)",10 bonbons,28,105,439,0,26,20,0.1,tr,0,,,,,,,0,1,tr,14,10,1,1,,0,,0,0,,,,,0
Sucres et sucreries,"Caramel",4,40,154,646,2,31,26,0.5,3,2.7,,,,,,,3,56,0.1,99,86,7,46,tr,,,tr,,0,0
Sucres et sucreries,"Caramel au beurre",1 morceau,12,67,281,tr,8,8,,0,4,2.5,,,,,,,12,4,tr,16,6,tr,4,38,,,tr,0.01,,,0
Sucres et sucreries,"Caramel écossais",1 morceau,5,21,87,tr,5,4,,0,tr,0.1,,,,,,,tr,tr,tr,21,tr,tr,tr,1,,,0,,0,0
Sucres et sucreries,"Croquants au sésame",4 morceaux,35,181,757,4,18,11,2.8,12,1.6,,,,,,,0,229,1.5,58,113,88,148,,0,,tr,,0,0
Sucres et sucreries,"Fudge, chocolat, maison",1 morceau,17,70,292,tr,13,13,0.3,2,1.0,,,,,,,2,8,0.3,8,22,6,12,7,,,0,0.02,,,1
Sucres et sucreries,"Gomme à mâcher",1 bâtonnet,3,7,31,0,2,2,0.1,tr,tr,,,,,,,0,0,0,tr,tr,,0,,0,0,,,,,0
Sucres et sucreries,"Gomme à mâcher sans sucre",1 bâtonnet,2,5,22,0,2,0,tr,tr,tr,,,,,,,0,tr,0,tr,0,,0,,0,0,,,,,0
Sucres et sucreries,"Guimauves",1,7,23,96,tr,6,4,,tr,tr,tr,,,,,,,0,tr,tr,6,tr,tr,1,,0,,0,0,,,,,0
Sucres et sucreries,"Jujubes",10 bonbons,36,143,596,0,36,21,,tr,0,0,,,,,,,0,1,0.1,16,2,tr,tr,,0,,0,0,,,,,0
Sucres et sucreries,"Réglisse aux fraises (TwizzlersMC)",3 longues,38,132,553,1,30,15,,0,1,0,,,,,,,0,0,0.2,108,N/D,N/D,N/D,,0,,0,0,,,,,0
Sucres et sucreries,"Roulé aux fruits",1 languette,14,52,217,tr,12,7,0.5,tr,0.1,,,,,,,0,4,0.1,44,41,3,4,1,,,17,,0,0
Sucres et sucreries,"Skittles Mc",10 bonbons,11,43,181,tr,10,8,,0,tr,0.1,,,,,,,0,0,tr,2,1,tr,tr,,0,,7,,0,0
Sucres et sucreries,"Sucre à la crème, maison",1 morceau,22,84,353,tr,18,18,,0,1,0.6,,,,,,,3,7,tr,11,10,1,6,10,,,0,0.02,,,0
Sucres et sucreries,"Amandes enrobées de chocolat",10,32,180,752,4,15,12,1.4,12,4.8,,,,,,,4,64,0.8,16,N/D,N/D,N/D,,0,,N/D,N/D,,,,
Sucres et sucreries,"Arachides enrobées de chocolat",10,40,208,868,5,20,15,1.9,13,5.8,,,,,,,4,42,0.5,16,201,38,85,14,,,0,0.18,,,9
Sucres et sucreries,"Biscuits enrobés de caramel recouvert de chocolat (TwixMc)",1 paquet,58,289,1210,3,38,28,0.6,14,5.2,,,,,,,3,52,0.5,112,110,19,63,13,,,tr,0.17,,,2
Sucres et sucreries,"Caramel au beurre croquant, enrobé de chocolat (SkorMC)",1 tablette,39,209,872,1,24,23,0.5,13,7.3,,,,,,,21,51,0.2,124,60,4,24,60,,,tr,N/D,N/D,,,
Sucres et sucreries,"Caramel avec noix, enrobé de chocolat (TurtlesMC)",2,28,132,550,3,17,12,1.2,6,1.3,,,,,,,0,22,0.5,7,125,23,46,12,,,tr,,0,5
Sucres et sucreries,"Caramel enrobé de chocolat (RoloMC, CaramilkMC)",1 tablette,52,246,1031,3,35,33,0.5,11,7.5,,,,,,,6,75,0.2,98,98,0,37,18,,,tr,0.14,,,2
Sucres et sucreries,"Chocolat au lait en tablette ou en brisures",1 tablette,50,268,1119,4,30,26,1.7,15,7.1,,,,,,,12,95,1.2,40,186,32,104,25,,,0,0.31,,,10
Sucres et sucreries,"Chocolat au lait et riz croquant (Nestlé CrunchMC)",1 tablette,40,209,873,2,26,22,1.0,11,6.1,,,,,,,5,68,0.2,53,138,23,81,8,,,tr,0.15,,,10
Sucres et sucreries,"Chocolat enrobé de bonbons (M&M'SMC, SmartiesMC)",1 paquet,40,201,841,2,27,25,1.1,9,5.8,,,,,,,6,46,0.5,27,117,18,66,16,,,tr,0.12,N/D,,,
Sucres et sucreries,"Chocolat malt-nougat et caramel, enrobé de chocolat (MarsMC)",1 tablette,58,245,1026,3,42,35,1.0,9,4.5,,,,,,,8,75,0.4,139,140,20,84,10,,,1,0.19,,,5
Sucres et sucreries,"Chocolat, mi-sucré, en tablette ou en brisures",60mL,43,204,853,2,27,23,2.5,13,7.6,,,,,,,0,14,1.3,5,156,49,56,,0,,0,,26
Sucres et sucreries,"Fondant enrobé de chocolat (After EightMC)",2 morceaux,16,59,246,tr,13,11,0.3,2,1.3,,,,,,,0,4,0.3,2,N/D,N/D,N/D,tr,,,0,N/D,N/D,,,
Sucres et sucreries,"Fudge, caramel et noix, enrobé de chocolat (Oh Henry!MC)",1 tablette,63,289,1208,5,41,31,1.3,14,4.2,,,,,,,6,51,0.4,144,203,32,88,6,,,tr,0.13,,,3
Sucres et sucreries,"Gaufrette enrobée de chocolat (Kit KatMc, Coffee CrispMC)",1 tablette,42,218,910,3,27,20,0.4,11,7.5,,,,,,,5,53,0.4,23,97,16,57,10,,,0,0.24,,,6
Sucres et sucreries,"Moules au beurre d'arachide (Reese's MC)",3 moules,51,263,1099,5,28,24,1.8,16,5.5,,,,,,,3,40,0.6,160,175,32,82,9,,,tr,0.29,,,9
Sucres et sucreries,"Noix de coco enrobée de chocolat (Bounty Mc, Almond JoyMC)",1 tablette,49,235,981,2,29,24,2.5,13,8.6,,,,,,,2,31,0.6,70,124,N/D,55,N/D,,,tr,N/D,N/D,,,
Sucres et sucreries,"Raisins secs enrobés de chocolat (GlosetteMC)",10,10,39,163,tr,7,6,0.4,1,0.9,,,,,,,tr,9,0.2,4,51,5,14,2,,,tr,0.02,,,3
Sucres et sucreries,"Barre de fruits et jus",1,77,63,264,1,16,13,0.8,tr,0,,,,,,,0,4,0.1,3,41,3,5,1,,,7,,0,0
Sucres et sucreries,"Barre de lait glacé au chocolat (FudgesicleMC)",1,51,65,271,3,14,10,0.9,tr,0.2,,,,,,,2,81,0.5,48,N/D,N/D,N/D,N/D,,,1,N/D,N/D,,,
Sucres et sucreries,"Cornet de crème glacée, vanille, enrobé de chocolat, avec noix",1,78,222,928,5,23,16,1.9,14,5.4,,,,,,,25,105,0.8,54,208,42,117,68,,,tr,0.23,,,4
Sucres et sucreries,"Cornet de crème glacée, vanille, molle",1,150,266,1110,7,43,32,0.6,7,4.3,,,,,,,39,232,0.5,116,305,22,154,90,,,2,0.67,,,0
Sucres et sucreries,"Crème glacée molle avec biscuits OreoMc (Blizzard MC, McFlurryMc)",1 petit,275,575,2404,13,89,68,1.9,20,10.5,,,,,,,63,386,4.7,368,564,52,279,148,,,3,1.12,,,5
Sucres et sucreries,"Crème glacée, chocolat",125mL,70,151,630,3,20,18,0.8,8,4.7,,,,,,,24,76,0.6,53,174,20,75,82,,,tr,0.20,,,2
Sucres et sucreries,"Crème glacée, fraises",125mL,70,134,560,2,19,N/D,0.6,6,3.6,,,,,,,20,84,0.1,42,131,10,70,67,,,5,0.21,,,0
Sucres et sucreries,"Crème glacée, sandwich",1,59,143,598,3,22,14,0.9,6,3.2,,,,,,,20,60,0.6,36,122,13,63,53,,,tr,0.18,,,1
Sucres et sucreries,"Crème glacée, sans produits laitiers",125mL,87,237,990,4,21,N/D,0.8,16,2.0,,,,,,,0,36,1.2,216,64,19,59,tr,,,tr,,0,0
Sucres et sucreries,"Crème glacée, vanille, peu de gras",125mL,93,117,490,5,20,10,,0,2,1.5,,,,,,,11,146,0.1,65,205,13,113,27,,,1,0.46,,,0
Sucres et sucreries,"Crème glacée, vanille, peu de gras, sucrée à l'aspartame",125mL,69,106,445,3,15,4,0.5,5,2.8,,,,,,,19,93,0.1,66,135,6,52,1,,,1,0.36,,,0
Sucres et sucreries,"Crème glacée, vanille, premium",125mL,113,282,1177,4,25,23,,0,18,11.7,,,,,,,104,132,0.4,69,178,12,119,206,,,0,0.44,,,0
Sucres et sucreries,"Crème glacée, vanille, régulière",125mL,76,153,640,3,18,16,0.5,8,5.2,,,,,,,33,97,0.1,61,151,11,80,90,,,tr,0.30,,,0
Sucres et sucreries,"Sorbet à l'orange",125mL,78,113,471,1,24,19,2.6,2,0.9,,,,,,,0,42,0.1,36,75,6,31,8,,,5,0.09,,,0
Sucres et sucreries,"Sucette glacée (popsicle)",1,75,54,226,0,14,10,,0,0,0,,,,,,,0,0,0,9,3,1,0,,0,,0,0,,,,,0
Sucres et sucreries,"Yogourt glacé, chocolat",125mL,91,116,484,3,20,20,1.2,3,2.1,,,,,,,12,91,0.4,57,213,23,81,36,,,6,0.06,,,3
Sucres et sucreries,"Yogourt glacé, vanille",125mL,76,124,519,3,18,18,,0,4,2.6,,,,,,,2,109,0.2,66,161,11,98,45,,,1,0.22,,,0
Sucres et sucreries,"Gélatine, dessert, moins de calories, préparée (JelloMC)",125mL,124,25,104,1,5,0,,0,0,0,,,,,,,0,4,tr,59,1,1,84,,0,,0,0,,,,,0
Sucres et sucreries,"Gélatine, dessert, préparée (JelloMC)",125mL,143,88,369,2,20,19,,0,0,0,,,,,,,0,4,tr,107,1,1,31,,0,,0,0,,,,,0
Sucres et sucreries,"Mousse au chocolat, maison",125mL,90,203,847,4,14,13,0.5,14,8.2,,,,,,,126,86,0.5,34,129,18,105,126,,,tr,0.42,,,6
Grignotises,"À l'huile, régulier et micro-onde",250mL,12,58,243,1,7,tr,1.2,3,0.6,,,,,,,0,1,0.3,103,26,13,29,1,,,2,,tr,0,,,
Grignotises,"Enrobé de caramel",250mL,37,160,670,1,29,20,1.9,5,1.3,,,,,,,2,16,0.6,77,41,13,31,1,,,2,,0,0,,,
Grignotises,"Micro-onde, peu de gras et moins de sel",250mL,8,34,144,1,6,tr,1.1,1,0.1,,,,,,,0,1,0.2,39,12,19,21,1,,,0,,0,0,,,
Grignotises,"Nature",250mL,8,32,135,1,7,tr,1.3,tr,tr,,,,,,,0,1,0.2,tr,25,11,25,1,,,2,,0,0,,,
Grignotises,"Bâtonnets soufflés au fromage (CheeziesMC)",250mL,37,205,857,3,20,1,0.4,13,2.4,,,,,,,1,21,0.9,388,61,7,40,2,,,67,,tr,0.05,,,
Grignotises,"Croustilles de maïs à saveur de nacho (DoritosMC)",1 petit sac,50,249,1042,4,31,2,2.7,13,2.5,,,,,,,2,74,0.7,354,108,41,122,12,,,7,,1,0.03,,,
Grignotises,"Croustilles de maïs, nature",26 petites,47,234,980,3,29,tr,3.0,12,2.3,,,,,,,0,72,0.7,247,92,41,96,2,,,5,,0,0,,,
Grignotises,"Pommes de terre déshydratées, nature (PringlesMC)",17 croustilles,28,156,654,2,14,1,1.0,11,2.6,,,,,,,0,7,0.4,184,282,16,44,,0,,2,,2,0,,,
Grignotises,"Pommes de terre, aromatisées",1 petit sac,43,211,883,3,23,N/D,1.9,14,3.5,,,,,,,0,22,0.8,323,542,32,80,5,,,36,,15,0,,,
Grignotises,"Pommes de terre, nature",1 petit sac,43,230,964,3,21,tr,1.6,15,1.8,,,,,,,0,9,0.7,229,571,30,65,,0,,25,,25,0,,,
Grignotises,"Pommes de terre, nature, au four",1 petit sac,43,202,843,2,31,2,2.1,8,4.1,,,,,,,0,54,0.3,394,310,18,118,,0,,0,,25,0,,,
Grignotises,"Bâtonnet au boeuf (22cm long)",1,20,81,340,7,2,2,0.4,5,2.1,,,,,,,10,4,1.1,438,118,10,81,,0,,27,,0,0.20,,,
Grignotises,"Bâtonnets aux graines de sésame, salés",60mL,14,75,316,2,6,tr,0.4,5,0.9,,,,,,,0,24,0.1,208,25,6,19,,0,,3,,0,0,,,
Grignotises,"Bretzels, durs, nature, non salés",10 bâtonnets,5,19,80,tr,4,tr,0.2,tr,tr,,,,,,,0,2,0.2,15,7,2,6,,0,,12,,0,0,,,
Grignotises,"Bretzels, durs, nature, salés",10 bâtonnets,5,19,80,tr,4,tr,0.2,tr,tr,,,,,,,0,2,0.2,86,7,2,6,,0,,12,,0,0,,,
Grignotises,"Croustilles de banane",10 croustilles,14,73,304,tr,5,5,1.1,5,4.1,,,,,,,0,3,0.2,1,75,11,8,,1,,2,,1,0,,,
Grignotises,"Dragées à l'arachide (beer nut)",10,34,186,779,8,10,5,2.2,14,2.0,,,,,,,0,26,0.6,2,203,54,152,,0,,37,,0,0,,,
Grignotises,"Galette de riz, nature",1,9,35,146,1,7,tr,0.4,tr,0.1,,,,,,,0,1,0.1,29,26,12,2,,0,,2,,0,0,,,
Grignotises,"Noix et fruits séchés",60mL,38,176,735,5,17,N/D,2.5,11,2.1,,,,,,,0,30,1.2,87,261,60,131,tr,,,27,,1,0,,,
Grignotises,"Noix et fruits séchés, mélange tropical",60mL,36,144,604,2,23,N/D,2.4,6,3.0,,,,,,,0,20,0.9,4,292,34,66,1,,,15,,3,0,,,
Grignotises,"Haricots de soya, rôtis, salés",60mL,44,205,859,15,15,2,7.7,11,1.6,,,,,,,0,60,1.7,71,641,63,158,4,,,92,,1,0,,,
Grignotises,"Mélange d'amuse-gueules (MixMC)",125mL,31,132,554,4,21,3,1.9,4,1.0,,,,,,,1,18,2.6,263,92,24,71,2,,,37,,tr,0.03,,,
Grignotises,"Pâte de fruits déshydratés, tablette (Fruit To GoMC)",1 tablette,14,49,206,tr,11,N/D,0.5,1,0.6,,,,,,,0,4,0.1,11,19,3,8,,1,,1,,1,0,,,
Boissons,"Café au lait (latté)",250mL,256,101,420,5,7,9,,0,6,3.5,16,188,0.2,79,340,89,156,46,,,tr,,0,193
Boissons,"Café glacé, cappuccino - avec lait 2% (Tim HortonsMC)",250mL,N/D,127,533,3,27,27,,0,1,1.0,4,70,0.3,30,N/D,N/D,N/D,N/D,,,N/D,N/D,N/D,,,
Boissons,"Café glacé, cappuccino - original - avec crème (Tim HortonsMC)",250mL,N/D,211,886,2,28,28,,0,9,5.0,38,80,0.3,42,N/D,N/D,N/D,N/D,,,N/D,N/D,N/D,,,
Boissons,"Café glacé, Frappuccino (StarbucksMC)",250mL,N/D,127,533,3,26,22,,0,2,1.0,7,110,0,120,N/D,N/D,N/D,N/D,,,N/D,N/D,60,,,
Boissons,"Café infusé",250mL,250,3,10,tr,0,0,,0,tr,tr,0,5,tr,5,123,8,8,,,,0,,0,100,,
Boissons,"Café infusé, décaféiné",250mL,251,3,10,tr,0,0,,0,tr,tr,0,5,0.1,5,135,13,3,,,,0,,0,3,,
Boissons,"Café instantané ordinaire, poudre et eau",250mL,253,5,20,tr,1,0,,0,tr,tr,0,10,0.1,5,76,8,8,,,,0,,0,66,,
Boissons,"Substitut de café, poudre et eau",250mL,254,13,53,tr,3,tr,0.8,tr,tr,0,8,0.2,8,79,10,18,,,,0,,0,0,,
Boissons,"Thé chai latte",250mL,242,149,624,5,26,26,,0,3,2.0,13,186,0.1,67,263,19,150,88,,,tr,,0,13,,
Boissons,"Thé glacé, saveur de citron, poudre et eau",250mL,274,93,389,tr,23,23,,0,tr,tr,0,5,0.1,8,52,5,3,,,,tr,,0,30,,
Boissons,"Thé glacé, saveur de citron, prêt-à-boire",250mL,254,91,382,0,23,23,,0,0,0,0,N/D,tr,53,N/D,N/D,N/D,,,,0,,N/D,N/D,,
Boissons,"Thé infusé",250mL,250,3,10,1,0,0,,0,tr,tr,0,0.1,8,93,8,3,,,,0,,0,50,,
Boissons,"Tisane infusée",250mL,250,3,10,0,1,0,,0,tr,tr,0,5,0.2,3,23,3,0,,,,0,,0,0,,
Boissons,"Cola",250mL,262,110,461,tr,28,24,,0,0,0,0,8,0.1,10,3,3,34,,,,0,,0,26,,
Boissons,"Cola, décaféiné",250mL,262,107,448,0,28,28,,0,0,0,0,5,0.1,10,8,0,29,,,,0,,0,0,,
Boissons,"Cola, sucré à l'aspartame",250mL,250,3,10,tr,tr,tr,,0,0,0,0,8,0.1,13,15,3,28,,,,0,,0,35,,
Boissons,"Orangeade",250mL,262,126,527,0,32,N/D,,0,0,0,0,13,0.2,31,5,3,3,,,,0,,0,0,,
Boissons,"Soda au citron et à la lime",250mL,260,104,433,0,27,23,,0,0,0,0,5,0.2,29,3,3,0,,,,0,,0,0,,
Boissons,"Soda au gingembre",250mL,258,88,366,0,23,22,,0,0,0,0,8,0.5,18,3,3,0,,,,0,,0,0,,
Boissons,"Soda nature",250mL,250,0,0,0,0,0,,0,0,0,0,13,tr,53,5,3,0,,,,0,,0,0,,
Boissons,"Soda tonique (quinine)",250mL,258,124,520,0,32,32,,0,0,0,0,4,tr,15,0,0,0,,,,0,,0,0,,
Boissons,"Soda, non cola, sucré à l'aspartame",250mL,250,0,0,tr,0,0,,0,0,0,0,10,0.1,40,5,3,0,,,,0,,0,N/D,,
Boissons,"Boisson à l'orange, avec vitamine C, prête-à-boire",250mL,262,134,558,0,34,29,,0,tr,tr,,,,0,16,0.7,42,47,5,3,N/D,,,94,,0,0
Boissons,"Boisson à l'orange, poudre diluée, avec vitamine C (TangMc, QuenchMC, Rise'n ShineMC)",250mL,286,135,564,0,34,34,,0,0,0,,,,0,140,0.1,11,69,3,63,N/D,,,88,,0,0
Boissons,"Boisson aux agrumes, congelée, diluée (Déli CinqMc)",250mL,262,131,548,tr,32,30,0.3,tr,0,,,,0,13,1.8,5,128,10,10,N/D,,,38,,0,0
Boissons,"Boisson, mélange de légumes et fruits (V8 SplashMc)",250mL,257,113,472,tr,29,5,0.3,tr,0,,,,0,10,0.2,41,62,5,8,N/D,,,81,,0,0
Boissons,"Boisson, punch aux fruits, avec vitamine C, poudre et eau",250mL,277,102,429,0,26,N/D,,0,tr,tr,,,,0,44,0.1,39,3,3,55,,0,,100,,0,0
Boissons,"Boisson, punch aux fruits, poudre diluée (Kool-AidMc)",250mL,276,102,427,0,26,N/D,,0,tr,tr,,,,0,44,0.1,39,3,3,55,,0,,0,,0,0
Boissons,"Boisson, punch aux fruits, prête-à-boire (Sunny DMC)",250mL,262,123,516,0,33,31,,0,0,0,,,,0,3,0.1,26,31,N/D,3,,0,,3,,0,0
Boissons,"Boisson, saveur de fruits, peu de Calories, poudre et eau (Crystal LightMC)",250mL,254,3,14,0,1,0,,0,tr,tr,,,,0,6,tr,6,tr,3,2,tr,,,0,,0,0
Boissons,"Limonade, rose ou blanche, congelée, diluée",250mL,262,105,440,tr,27,13,0.2,tr,tr,,,,0,8,0.4,6,39,5,5,,0,,10,,0,0
Boissons,"Boisson pour sportifs, à saveur de fruits, peu de Calories, prête-à-boire (GatoradeMc, PoweradeMc)",250mL,261,29,120,0,8,0,,0,0,0,,,,0,0,0.1,91,26,3,23,,0,,16,,0,0
Boissons,"Boisson pour sportifs, à saveur de fruits, prête-à-boire (GatoradeMc, PoweradeMc)",250mL,258,67,281,0,16,14,,0,tr,0,,,,0,3,0.5,101,36,3,23,,0,,1,N/D,N/D
Boissons,"Eau minérale (PerrierMc)",250mL,250,0,0,0,0,0,,0,0,0,,,,0,35,0,3,0,0,,,,0,,0,0
Boissons,"Eau municipale",250mL,250,0,0,0,0,0,,0,0,0,,,,0,5,0,5,0,3,,,,0,,0,0
Boissons,"Bière régulière (5% alcool par volume)",1 bouteille,342,140,586,1,10,0,,0,0,0,,,,0,14,0.1,14,92,21,48,,,,0,14,0,,
Boissons,"Bière sans alcool (Labbat .5MC)",1 cannette,350,210,878,1,47,28,,0,tr,0.1,,,,0,24,0.2,45,28,24,56,,,,2,1,0,,
Boissons,"Bière, élevée en alcool (7% alcool par volume)",1 bouteille,342,183,766,1,10,N/D,0.7,0,0,,,,0,17,0.1,17,86,21,41,,,,0,20,0,,
Boissons,"Bière, légère (4% alcool par volume)",1 bouteille,340,99,412,1,5,tr,,0,0,0,,,,0,14,0.1,14,71,17,41,,,,0,11,0,,
Boissons,"Cocktail, daiquiri",125mL,128,237,993,tr,9,7,0.1,tr,tr,,,,0,4,0.1,6,27,3,6,,,,2,29,0,,
Boissons,"Cocktail, margarita",125mL,131,246,1031,tr,6,4,0.1,tr,tr,,,,0,4,0.1,527,23,2,7,,,,2,33,0,,
Boissons,"Cooler à la vodka",1 bouteille,390,220,799,tr,33,12,0.3,1,tr,,,,0,20,0.9,12,211,23,19,,,,11,13,0,,
Boissons,"Liqueur, café et crème",45mL,53,172,719,1,11,10,,0,8,5.1,,,,31,8,0.1,48,17,1,26,91,,,tr,7,4,,
Boissons,"Sangria",125mL,123,87,365,tr,12,10,0.1,tr,tr,,,,0,9,0.2,13,80,8,10,,,,1,6,6,,
Boissons,"Spiritueux (gin, rhun, vodka, whisky)",50mL,47,109,456,0,0,0,,0,0,0,,,,0,0,tr,1,1,0,2,,,,0,16,0,,
Boissons,"Vin de dessert",125mL,127,203,848,tr,17,10,,0,0,0,,,,0,10,0.3,11,117,11,11,,,,0,19,0,,
